index,model,sentence_id,sentence_en,correct_sentence,correct_word,mutation_type,trigger_type,incorrect_word,incorrect_sentence,p_correct,p_incorrect
260,meta-llama/Llama-3.1-8B,cy_ccg_train:01134,,"Mae'n siwr bod pob anrheg wedi ei dderbyn yn ddiolchgar, ond go brin bod yr un ohonynt mor werthfawr ag anrheg Louis i'w chwaer Zoe.",bod,no_mutation,no_mutation,fod,"Mae'n siwr fod pob anrheg wedi ei dderbyn yn ddiolchgar, ond go brin bod yr un ohonynt mor werthfawr ag anrheg Louis i'w chwaer Zoe.",2.574164390563965,2.5891594886779785
261,meta-llama/Llama-3.1-8B,cy_ccg_train:00032,According to the EU brazidiers that prevented us from making a good deal on marketing as some of the countries in the Union look after their own interests and stand against any deal on marketing that will benefit Britain.,Yn ôl y brecsidiers yr UE oedd yn ein hatal o wneud fargen da ar farchnata gan fod rhai o'r gwledydd yn yr Undeb yn edrych ar ôl eu budd eu hunain ac yn sefyll yn erbyn unrhyw fargen ar farchnata bydd o fantais i Brydain.,Brydain,SM,L,Prydain,Yn ôl y brecsidiers yr UE oedd yn ein hatal o wneud fargen da ar farchnata gan fod rhai o'r gwledydd yn yr Undeb yn edrych ar ôl eu budd eu hunain ac yn sefyll yn erbyn unrhyw fargen ar farchnata bydd o fantais i Prydain.,2.9456381797790527,2.9853503704071045
262,meta-llama/Llama-3.1-8B,cy_ccg_train:01169,,"Rydyn ni wedi bod ar flaen y gad o ran diwylliant Cymru ers dros ddeugain mlynedd, ac rydyn ni'n falch o fod yn lleoliad llawr gwlad a hyrwyddwr cerddoriaeth mwyaf blaenllaw Cymru.",Cymru,no_mutation,no_mutation,Gymru,"Rydyn ni wedi bod ar flaen y gad o ran diwylliant Cymru ers dros ddeugain mlynedd, ac rydyn ni'n falch o fod yn lleoliad llawr gwlad a hyrwyddwr cerddoriaeth mwyaf blaenllaw Gymru.",2.058621644973755,2.1948177814483643
263,meta-llama/Llama-3.1-8B,cy_ccg_dev:00316,"The website will continue to contain advice and signpost you to current information to help you, your families and businesses prepare for these changes.","Bydd y wefan yn parhau i gynnwys cyngor ac yn eich cyfeirio at wybodaeth gyfredol er mwyn eich helpu chi, eich teuluoedd a'ch busnesau i baratoi ar gyfer y newidiadau hyn.",gyfer,SM,L,cyfer,"Bydd y wefan yn parhau i gynnwys cyngor ac yn eich cyfeirio at wybodaeth gyfredol er mwyn eich helpu chi, eich teuluoedd a'ch busnesau i baratoi ar cyfer y newidiadau hyn.",1.7260081768035889,1.938495397567749
264,meta-llama/Llama-3.1-8B,cy_ccg_train:00619,"John Harold, director of Cymdeithas Eryri, which helps to maintain the mountains, said that the location has become a ""honey pot"" for walkers.","Dywedodd John Harold, cyfarwyddwr Cymdeithas Eryri, sy'n helpu i gynnal a chadw'r mynyddoedd, fod y lleoliad wedi dod yn ""bot mêl"" i gerddwyr.",lleoliad,no_mutation,no_mutation,leoliad,"Dywedodd John Harold, cyfarwyddwr Cymdeithas Eryri, sy'n helpu i gynnal a chadw'r mynyddoedd, fod y leoliad wedi dod yn ""bot mêl"" i gerddwyr.",2.417630910873413,2.497830867767334
265,meta-llama/Llama-3.1-8B,cy_ccg_dev:00104,"It became a market town for the whole of Llŷn, as evidenced by the site known as ""The Maes"" where the fairs were held, and ""Pig Street"".","Tyfodd i fod yn dref marchnad i Lŷn gyfan, fel y tystia'r safle a adwaenir fel ""Y Maes"" lle y cynhelid y ffeiriau, a ""Stryd Moch"".",Lŷn,SM,L,Llŷn,"Tyfodd i fod yn dref marchnad i Llŷn gyfan, fel y tystia'r safle a adwaenir fel ""Y Maes"" lle y cynhelid y ffeiriau, a ""Stryd Moch"".",3.204662561416626,3.1135523319244385
266,meta-llama/Llama-3.1-8B,cy_ccg_train:00081,"On the other hand there have been every facility for witnesses from Slovenia, Austria and the United States to speak in their own languages with a consecutive translation.","Ar y llaw arall bu pob cyfleuster i dystion o Slofenia, Awstria a'r Unol Daleithiau siarad yn eu hieithoedd hwythau â chyfieithiad olynol.",pob,no_mutation,no_mutation,bob,"Ar y llaw arall bu bob cyfleuster i dystion o Slofenia, Awstria a'r Unol Daleithiau siarad yn eu hieithoedd hwythau â chyfieithiad olynol.",3.2642722129821777,3.233452558517456
267,meta-llama/Llama-3.1-8B,cy_ccg_train:01330,,"""Mae'n ymdriniaeth dawel a sensitif â'r hyn sydd yn rhaid ei wneud i helpu'r fam barhau i fyw'n urddasol wrth i'w chof hi ddadfeilio,"" meddai.",barhau,SM,MS,parhau,"""Mae'n ymdriniaeth dawel a sensitif â'r hyn sydd yn rhaid ei wneud i helpu'r fam parhau i fyw'n urddasol wrth i'w chof hi ddadfeilio,"" meddai.",2.9090068340301514,2.8864920139312744
268,meta-llama/Llama-3.1-8B,cy_ccg_train:00699,It is impossible to avoid dropping in to feel the sand between your toes as you walk the Wales Coast Path when this magnificent beach appears beneath you.,Mae'n amhosib osgoi galw draw i deimlo'r tywod rhwng bodiau eich traed wrth i chi gerdded Llwybr Arfordir Cymru pan fydd y traeth rhagorol hwn yn ymddangos o danoch chi.,gerdded,SM,MS,cerdded,Mae'n amhosib osgoi galw draw i deimlo'r tywod rhwng bodiau eich traed wrth i chi cerdded Llwybr Arfordir Cymru pan fydd y traeth rhagorol hwn yn ymddangos o danoch chi.,2.8170957565307617,2.832470655441284
269,meta-llama/Llama-3.1-8B,cy_ccg_test:00202,Pwyll gains Rhiannon as his wife but their firstborn son Pryderi disappears immediately after he is born.,Mae Pwyll yn ennill Rhiannon yn wraig iddo ond mae eu mab cyntafanedig Pryderi yn diflannu yn union ar ôl iddo gael ei eni.,wraig,SM,MS,gwraig,Mae Pwyll yn ennill Rhiannon yn gwraig iddo ond mae eu mab cyntafanedig Pryderi yn diflannu yn union ar ôl iddo gael ei eni.,2.8021507263183594,2.810062885284424
270,meta-llama/Llama-3.1-8B,cy_ccg_train:01027,"But it's not usual for us to see the mountains when the sun has been as strong as these two days, so the pictures are usually grey.",Ond dydi o ddim yn arferol i ni weld y mynyddoedd pan mae'r haul wedi bod mor gryf â'r dyddiau dwytha' felly mae'r lluniau fel arfer yn llwyd.,mor,no_mutation,no_mutation,for,Ond dydi o ddim yn arferol i ni weld y mynyddoedd pan mae'r haul wedi bod for gryf â'r dyddiau dwytha' felly mae'r lluniau fel arfer yn llwyd.,3.312948703765869,3.590223550796509
271,meta-llama/Llama-3.1-8B,cy_ccg_train:01184,,Y cwlwm sy'n dynnach nag a fu erioed.,fu,SM,L,bu,Y cwlwm sy'n dynnach nag a bu erioed.,3.859862804412842,4.214354038238525
272,meta-llama/Llama-3.1-8B,cy_ccg_train:00215,"In fact, Trelew was at a slight disadvantage, with the rains scarce when we arrived in the city about an hour earlier than expected, at six in the morning: nothing open but a cold, unwelcome café a bus station, and an old unruly crochet selling illiquid coffee from her grandma to the first customers of the day.","A deud y gwir, roedd Trelew dan anfantais braidd, a'r 'mynadd yn brin wedi i ni gyrraedd y ddinas tua awr yn gynt na'r disgwyl, am chwech y bore: dim byd yn agored ond caffi oer, di-groeso yr orsaf fysiau, a hen grinc o hogan anserchog yn gwerthu coffi sâl wysg ei thîn i gwsmeriaid cynta'r dydd.",gwsmeriaid,SM,L,cwsmeriaid,"A deud y gwir, roedd Trelew dan anfantais braidd, a'r 'mynadd yn brin wedi i ni gyrraedd y ddinas tua awr yn gynt na'r disgwyl, am chwech y bore: dim byd yn agored ond caffi oer, di-groeso yr orsaf fysiau, a hen grinc o hogan anserchog yn gwerthu coffi sâl wysg ei thîn i cwsmeriaid cynta'r dydd.",3.636850595474243,3.6704442501068115
273,meta-llama/Llama-3.1-8B,cy_ccg_test:00438,"This gave de Gaulle strength in Évian negotiations in May 1961, but because of his numerous public expressions of his desire to end the war as soon as possible, he had to make several concessions to the FLN.","Rhoddodd hyn gryfder i de Gaulle yn nhrafodaethau Évian ym Mai 1961, ond oherwydd ei fynegiadau cyhoeddus niferus o'i ddymuniad i ddod â therfyn i'r rhyfel mor gynted ag oedd yn bosib, bu rhaid iddo wneud nifer o gonsesiynau i'r FLN.",wneud,SM,MS,gwneud,"Rhoddodd hyn gryfder i de Gaulle yn nhrafodaethau Évian ym Mai 1961, ond oherwydd ei fynegiadau cyhoeddus niferus o'i ddymuniad i ddod â therfyn i'r rhyfel mor gynted ag oedd yn bosib, bu rhaid iddo gwneud nifer o gonsesiynau i'r FLN.",2.4638664722442627,2.506035804748535
274,meta-llama/Llama-3.1-8B,cy_ccg_train:01108,"We believed in the Association of the Language that the best tribute we could pay in memory of Saunders Lewis was to publish a new edition of his lecture Tynged yr Iaith, which inspired the establishment of the Association, and which has been an inspiration to its members ever since that.","Credem yng Nghymdeithas yr Iaith mai'r deyrnged orau a allem dalu er cof am Saunders Lewis oedd cyhoeddi argraffiad newydd o'i ddarlith Tynged yr Iaith, a ysbrydolodd sefydlu'r Gymdeithas, ac sydd wedi bod yn ysbrydoliaeth i'w haelodau byth er hynny.",ddarlith,SM,L,darlith,"Credem yng Nghymdeithas yr Iaith mai'r deyrnged orau a allem dalu er cof am Saunders Lewis oedd cyhoeddi argraffiad newydd o'i darlith Tynged yr Iaith, a ysbrydolodd sefydlu'r Gymdeithas, ac sydd wedi bod yn ysbrydoliaeth i'w haelodau byth er hynny.",2.321211814880371,2.326289415359497
275,meta-llama/Llama-3.1-8B,cy_ccg_train:00105,"When batteries start to decompose, the chemicals they contain can leak to the ground, causing soil and water pollution.","Pan fydd batris yn dechrau pydru, gall y cemegau sydd ynddyn nhw ollwng i'r ddaear, ac achosi llygredd pridd a dŵr.",dechrau,no_mutation,no_mutation,ddechrau,"Pan fydd batris yn ddechrau pydru, gall y cemegau sydd ynddyn nhw ollwng i'r ddaear, ac achosi llygredd pridd a dŵr.",2.5931291580200195,2.703352689743042
276,meta-llama/Llama-3.1-8B,cy_ccg_train:01040,It became clear earlier this year that the range of the plan needed to be extended to land names as well after the name Banc y Cornicyll was lost from the ordnance map and replaced by the name Hakuna Mattata.,Daeth yn amlwg yn gynharach eleni bod angen ymestyn ystod y cynllun i enwau tiroedd hefyd ar ôl i'r enw Banc y Cornicyll gael ei golli oddi ar y map ordnans a'i ddisodli gan yr enw Hakuna Mattata.,ddisodli,SM,L,disodli,Daeth yn amlwg yn gynharach eleni bod angen ymestyn ystod y cynllun i enwau tiroedd hefyd ar ôl i'r enw Banc y Cornicyll gael ei golli oddi ar y map ordnans a'i disodli gan yr enw Hakuna Mattata.,2.9935896396636963,3.067762613296509
277,meta-llama/Llama-3.1-8B,cy_ccg_train:00184,"You will have to carry out your own in-depth research, which is a series of small or one major research projects, followed by a thesis and an oral presentation.","Bydd yn rhaid i chi gynnal eich ymchwil dwys eich hun, sef cyfres o brosiectau ymchwil bychain neu un prif brosiect ymchwil, ac yna traethawd ymchwil a chyflwyniad llafar.",gynnal,SM,MS,cynnal,"Bydd yn rhaid i chi cynnal eich ymchwil dwys eich hun, sef cyfres o brosiectau ymchwil bychain neu un prif brosiect ymchwil, ac yna traethawd ymchwil a chyflwyniad llafar.",2.002502679824829,2.0731382369995117
278,meta-llama/Llama-3.1-8B,cy_ccg_test:00534,"All recent students, staff and graduates are welcome, whether you have sung in a choir before or not.","Mae croeso i bob myfyriwr, aelod staff a graddedig diweddar, pa un a ydych wedi canu mewn côr o'r blaen neu beidio.",beidio,SM,L,peidio,"Mae croeso i bob myfyriwr, aelod staff a graddedig diweddar, pa un a ydych wedi canu mewn côr o'r blaen neu peidio.",2.5963282585144043,2.6553609371185303
279,meta-llama/Llama-3.1-8B,cy_ccg_dev:00380,"Wales and Ireland have a very rich musical cultural past, but every now and then we need to take risks and try new things.","Mae gan Gymru a'r Iwerddon orffennol ddiwylliannol gerddorol hynod gyfoethog, ond bob hyn a hyn, mae gofyn i ni fentro a thrio pethau newydd.",gyfoethog,SM,L,cyfoethog,"Mae gan Gymru a'r Iwerddon orffennol ddiwylliannol gerddorol hynod cyfoethog, ond bob hyn a hyn, mae gofyn i ni fentro a thrio pethau newydd.",2.535735607147217,2.5781409740448
280,meta-llama/Llama-3.1-8B,cy_ccg_test:00037,This comes as the Welsh Government develops a new curriculum to take effect in 2022.,Daw hyn wrth i Lywodraeth Cymru ddatblygu cwricwlwm newydd i ddod i rym yn 2022.,Cymru,no_mutation,no_mutation,Gymru,Daw hyn wrth i Lywodraeth Gymru ddatblygu cwricwlwm newydd i ddod i rym yn 2022.,2.0319831371307373,2.375932455062866
281,meta-llama/Llama-3.1-8B,cy_ccg_test:00053,"He attended school at Nefyn Primary School before going on to gain a first class degree in Philosophy and Theology from Jesus College, Oxford.","Aeth i'r ysgol yn Ysgol Gynradd Nefyn cyn mynd ymlaen i ennill gradd dosbarth cyntaf mewn Athroniaeth a Diwinyddiaeth o Goleg Yr Iesu, Rhydychen.",mynd,no_mutation,no_mutation,fynd,"Aeth i'r ysgol yn Ysgol Gynradd Nefyn cyn fynd ymlaen i ennill gradd dosbarth cyntaf mewn Athroniaeth a Diwinyddiaeth o Goleg Yr Iesu, Rhydychen.",1.802351951599121,1.9353556632995605
282,meta-llama/Llama-3.1-8B,cy_ccg_test:00832,"Often these benefits come from taking the opportunity, being around when a particular conversation is taking place.","Yn aml mae'r manteision hyn wedi deillio drwy achub ar y cyfle, drwy fod o gwmpas pan fo sgwrs benodol yn digwydd.",cyfle,no_mutation,no_mutation,gyfle,"Yn aml mae'r manteision hyn wedi deillio drwy achub ar y gyfle, drwy fod o gwmpas pan fo sgwrs benodol yn digwydd.",3.044567584991455,3.053117513656616
283,meta-llama/Llama-3.1-8B,cy_ccg_test:00572,"In winter or spring the flowers appear and their colors can vary: white, pink, purple or blue.","Yn y gaeaf neu'r gwanwyn mae'r blodau'n ymddangos a gall eu lliwiau nhw amrywio: gwyn, pinc, porffor neu las.",las,SM,L,glas,"Yn y gaeaf neu'r gwanwyn mae'r blodau'n ymddangos a gall eu lliwiau nhw amrywio: gwyn, pinc, porffor neu glas.",2.1674599647521973,2.1025514602661133
284,meta-llama/Llama-3.1-8B,cy_ccg_train:00935,"Having gone out, we felt that the influence of the church was superficial.","Wedi mynd allan, teimlem mai dylanwad arwynebol oedd dylanwad yr eglwys.",dylanwad,no_mutation,no_mutation,ddylanwad,"Wedi mynd allan, teimlem mai ddylanwad arwynebol oedd dylanwad yr eglwys.",3.7573201656341553,3.836423873901367
285,meta-llama/Llama-3.1-8B,cy_ccg_train:01301,,Wrth hel atgofion am Eisteddfodau'r gorffennol dywedodd Dafydd Iwan mai'r un cyntaf iddo berfformio ynddi oedd Eisteddfod Genedlaethol y Drenewydd yn 1965.,Drenewydd,SM,MS,Trenewydd,Wrth hel atgofion am Eisteddfodau'r gorffennol dywedodd Dafydd Iwan mai'r un cyntaf iddo berfformio ynddi oedd Eisteddfod Genedlaethol y Trenewydd yn 1965.,2.0506815910339355,2.18839168548584
286,meta-llama/Llama-3.1-8B,cy_ccg_test:00927,"In order to avoid this nightmare situation, we are pressing the government to ensure financial fair play for all Welsh councils from next year.","Er mwyn osgoi'r sefyllfa hunllefus yma, rydan ni'n pwyso ar y llywodraeth i sicrhau chwarae teg ariannol i holl gynghorau Cymru o'r flwyddyn nesaf ymlaen.",gynghorau,SM,L,cynghorau,"Er mwyn osgoi'r sefyllfa hunllefus yma, rydan ni'n pwyso ar y llywodraeth i sicrhau chwarae teg ariannol i holl cynghorau Cymru o'r flwyddyn nesaf ymlaen.",2.25986647605896,2.3243954181671143
287,meta-llama/Llama-3.1-8B,cy_ccg_train:00759,"The harp is a musical instrument with a row of strings, although the triple harp has three rows of strings.","Offeryn cerdd gyda rhes o dannau yw'r delyn, er fod gan y delyn deires dair rhes o dannau.",deires,SM,MS,teires,"Offeryn cerdd gyda rhes o dannau yw'r delyn, er fod gan y delyn teires dair rhes o dannau.",3.629291534423828,3.7908976078033447
288,meta-llama/Llama-3.1-8B,cy_ccg_test:00549,We aim to engender a growing enthusiasm among the pupils by enabling them to see the relevance of the Welsh language to the daily life of the school and society.,Anelwn at ennyn brwdfrydedd cynyddol ymhlith y disgyblion drwy eu galluogi i weld perthnasedd yr iaith Gymraeg i fywyd beunyddiol yr ysgol a'r gymdeithas.,Gymraeg,SM,MS,Cymraeg,Anelwn at ennyn brwdfrydedd cynyddol ymhlith y disgyblion drwy eu galluogi i weld perthnasedd yr iaith Cymraeg i fywyd beunyddiol yr ysgol a'r gymdeithas.,2.832859516143799,2.815816640853882
289,meta-llama/Llama-3.1-8B,cy_ccg_test:00484,"Professor Jerry Hunter, Pro Vice-Chancellor of Bangor University, said: ""Having a complete Welsh-medium education system, which allows children and young people in Wales to learn and study through the medium of Welsh from nursery to higher education , absolutely key to the prosperity of the language. ""","Meddai'r Athro Jerry Hunter, Dirprwy Is-gangellor Prifysgol Bangor: ""Mae cael cyfundrefn addysg cyfrwng Cymraeg gyflawn, sy'n caniatáu i blant a phobl ifanc Cymru ddysgu ac astudio drwy'r Gymraeg o'r cyfnod meithrin hyd at gyfnod addysg uwch, yn gwbl allweddol at ffyniant yr iaith.""",ddysgu,SM,MS,dysgu,"Meddai'r Athro Jerry Hunter, Dirprwy Is-gangellor Prifysgol Bangor: ""Mae cael cyfundrefn addysg cyfrwng Cymraeg gyflawn, sy'n caniatáu i blant a phobl ifanc Cymru dysgu ac astudio drwy'r Gymraeg o'r cyfnod meithrin hyd at gyfnod addysg uwch, yn gwbl allweddol at ffyniant yr iaith.""",2.0281310081481934,2.0275566577911377
290,meta-llama/Llama-3.1-8B,cy_ccg_test:00505,"In a relatively short space of time the partnership has been able to deliver tangible improvements in the city, for example employing a worker with a light cart that will pick up litter on the high street, and removing hundreds of ""For"" signs on student property.","Mewn amser eithaf byr mae'r bartneriaeth wedi llwyddo i gyflwyno gwelliannau amlwg yn y ddinas, er enghraifft cyflogi gweithiwr efo cert ysgafn fydd yn codi ysbwriel ar y stryd fawr, a chael gwared o gannoedd o arwyddion ""Ar Osod"" ar eiddo myfyrwyr.",gyflwyno,SM,L,cyflwyno,"Mewn amser eithaf byr mae'r bartneriaeth wedi llwyddo i cyflwyno gwelliannau amlwg yn y ddinas, er enghraifft cyflogi gweithiwr efo cert ysgafn fydd yn codi ysbwriel ar y stryd fawr, a chael gwared o gannoedd o arwyddion ""Ar Osod"" ar eiddo myfyrwyr.",2.4489872455596924,2.5046374797821045
291,meta-llama/Llama-3.1-8B,cy_ccg_train:00983,"On Saturday, June 25, Porthmadog town center will be transformed as the area celebrates the arrival of the Llŷn and Eifionydd National Eisteddfod in just over a year.","Ddydd Sadwrn, Mehefin 25, bydd canol tref Porthmadog yn cael ei thrawsnewid wrth i'r ardal ddathlu dyfodiad Eisteddfod Genedlaethol Llŷn ac Eifionydd ymhen ychydig dros flwyddyn.",tref,no_mutation,no_mutation,dref,"Ddydd Sadwrn, Mehefin 25, bydd canol dref Porthmadog yn cael ei thrawsnewid wrth i'r ardal ddathlu dyfodiad Eisteddfod Genedlaethol Llŷn ac Eifionydd ymhen ychydig dros flwyddyn.",1.7712271213531494,1.8038638830184937
292,meta-llama/Llama-3.1-8B,cy_ccg_test:00307,"Some examples have survived over the centuries but were not identified as a special species until 1998 when Ian Sturrock sent a sample to the National Fruit Collection in Brogdale, Kent.","Goroesodd rhai enghreifftiau dros y canrifoedd ond ni chafodd ei hadnabod yn rhywogaeth arbennig tan 1998 pan anfonodd Ian Sturrock sampl i'r Casgliad Ffrwythau Cenedlaethol yn Brogdale, Caint.",rhai,no_mutation,no_mutation,rai,"Goroesodd rai enghreifftiau dros y canrifoedd ond ni chafodd ei hadnabod yn rhywogaeth arbennig tan 1998 pan anfonodd Ian Sturrock sampl i'r Casgliad Ffrwythau Cenedlaethol yn Brogdale, Caint.",2.6558780670166016,2.8255162239074707
293,meta-llama/Llama-3.1-8B,cy_ccg_train:00937,The old pub should have been over there.,Mi ddylase'r hen dafarn fod draw yn y fan acw.,fod,SM,MS,bod,Mi ddylase'r hen dafarn bod draw yn y fan acw.,5.783577919006348,5.970921516418457
294,meta-llama/Llama-3.1-8B,cy_ccg_train:01031,"The highest mountain in the range is Lugnaquilla which has a height of 925m, and the second highest mountain is Mullaghcleevaun which has a height of 847m.","Y mynydd uchaf yn y gadwyn yw Lugnaquilla sydd ag uchder o 925m, ac yr ail fynydd uchaf yw Mullaghcleevaun sydd ag uchder o 847m.",fynydd,SM,L,mynydd,"Y mynydd uchaf yn y gadwyn yw Lugnaquilla sydd ag uchder o 925m, ac yr ail mynydd uchaf yw Mullaghcleevaun sydd ag uchder o 847m.",1.9613536596298218,2.010221242904663
295,meta-llama/Llama-3.1-8B,cy_ccg_test:00865,"If you have answered ""yes"" to any of the questions above, then a Language Skills course would probably be useful to you.","Os ydych chi wedi ateb ""ydw"" i unrhyw un o'r cwestiynau uchod, yna mae'n debyg y byddai cwrs Sgiliau Iaith yn ddefnyddiol i chi.",ddefnyddiol,SM,MS,defnyddiol,"Os ydych chi wedi ateb ""ydw"" i unrhyw un o'r cwestiynau uchod, yna mae'n debyg y byddai cwrs Sgiliau Iaith yn defnyddiol i chi.",1.9436122179031372,1.9962564706802368
296,meta-llama/Llama-3.1-8B,cy_ccg_train:00326,"A large group of children and young people from the town and country, from Aberdaron to Bangor mix, play and compete, and everyone enjoys!","Mae criw mawr o blant a phobl ifanc y wlad a'r dref, o Aberdaron i Fangor yn cymysgu, yn chwarae ac yn cystadlu, a phawb yn mwynhau!",wlad,SM,MS,gwlad,"Mae criw mawr o blant a phobl ifanc y gwlad a'r dref, o Aberdaron i Fangor yn cymysgu, yn chwarae ac yn cystadlu, a phawb yn mwynhau!",2.433166027069092,2.4555845260620117
