index,model,sentence_id,sentence_en,correct_sentence,correct_word,mutation_type,trigger_type,incorrect_word,incorrect_sentence,p_correct,p_incorrect
10,goldfish-models/cym_latn_10mb,cy_ccg_train:00035,Certainly other countries are more keen to reach an agreement with the EU than with Britain as it is a much larger market than Britain.,Yn sicr mae gwledydd eraill yn fwy awyddus i gael cytundeb gyda'r UE na gyda Phrydain gan fod e yn farchnad llawer mwy nag un Prydain.,gael,SM,L,cael,Yn sicr mae gwledydd eraill yn fwy awyddus i cael cytundeb gyda'r UE na gyda Phrydain gan fod e yn farchnad llawer mwy nag un Prydain.,5.160800457000732,5.364485263824463
11,goldfish-models/cym_latn_10mb,cy_ccg_train:00314,"That status came to an end mid-morning, with police saying they were ""ready to respond to any floods"" and warning people again not to drive into still water.","Daeth y statws hwnnw i ben ganol y bore, gyda'r heddlu'n dweud eu bod nhw'n ""barod i ymateb i unrhyw lifogydd"" ac yn rhybuddio pobl unwaith eto i beidio â gyrru i mewn i ddŵr llonydd.",bod,no_mutation,no_mutation,fod,"Daeth y statws hwnnw i ben ganol y bore, gyda'r heddlu'n dweud eu fod nhw'n ""barod i ymateb i unrhyw lifogydd"" ac yn rhybuddio pobl unwaith eto i beidio â gyrru i mewn i ddŵr llonydd.",4.540578365325928,4.708343029022217
12,goldfish-models/cym_latn_10mb,cy_ccg_test:00685,"A few thousand people attended the event organized by the Everybody Under One Flag organization, but where a number of other independence organizations were represented.","Roedd ychydig filoedd yn bresennol yn y digwyddiad a gafodd ei drefnu gan fudiad Pawb Dan Un Faner, ond lle'r oedd nifer o fudiadau annibyniaeth eraill wedi cael eu cynrychioli.",filoedd,SM,L,miloedd,"Roedd ychydig miloedd yn bresennol yn y digwyddiad a gafodd ei drefnu gan fudiad Pawb Dan Un Faner, ond lle'r oedd nifer o fudiadau annibyniaeth eraill wedi cael eu cynrychioli.",4.793756484985352,4.935831546783447
13,goldfish-models/cym_latn_10mb,cy_ccg_train:00561,"I would say that an attitude towards the Welsh language goes a long way, even though on the surface it is a farce.","Byddwn i'n dweud bod agwedd tuag at y Gymraeg yn mynd yn bell iawn, er bod y peth ar y wyneb yn ffars.",Gymraeg,SM,MS,Cymraeg,"Byddwn i'n dweud bod agwedd tuag at y Cymraeg yn mynd yn bell iawn, er bod y peth ar y wyneb yn ffars.",4.001739025115967,4.15877103805542
14,goldfish-models/cym_latn_10mb,cy_ccg_train:01353,,"Yn seiliedig ar fodel iaith mawr, mae'n galluogi defnyddwyr i fireinio a llywio sgwrs yn unol â'r hyd, fformat, arddull, lefel manylder ac iaith a ddymunir.",fodel,SM,L,model,"Yn seiliedig ar model iaith mawr, mae'n galluogi defnyddwyr i fireinio a llywio sgwrs yn unol â'r hyd, fformat, arddull, lefel manylder ac iaith a ddymunir.",4.9452691078186035,4.9578046798706055
15,goldfish-models/cym_latn_10mb,cy_ccg_train:01113,,"Dechreuodd Mihangel y ddeiseb pum mis yn ôl ac er ei fod heb atynnu llawer o lofnodion pryd hynny, mae'r ddeiseb wedi cyrraedd 1,000 o lofnodion erbyn hyn.",ddeiseb,SM,MS,deiseb,"Dechreuodd Mihangel y ddeiseb pum mis yn ôl ac er ei fod heb atynnu llawer o lofnodion pryd hynny, mae'r deiseb wedi cyrraedd 1,000 o lofnodion erbyn hyn.",5.09317684173584,5.130884647369385
16,goldfish-models/cym_latn_10mb,cy_ccg_test:00389,In the early 1970s Cymdeithas yr Iaith started campaigning for a Welsh language radio and television broadcasting service.,Ar ddechrau'r 1970au dechreuodd Cymdeithas yr Iaith ymgyrchu dros wasanaeth darlledu radio a theledu Cymraeg.,wasanaeth,SM,L,gwasanaeth,Ar ddechrau'r 1970au dechreuodd Cymdeithas yr Iaith ymgyrchu dros gwasanaeth darlledu radio a theledu Cymraeg.,5.021833419799805,5.145445823669434
17,goldfish-models/cym_latn_10mb,cy_ccg_dev:00314,"As a responsible government, we have prepared for the UK's departure from the EU, taking steps to protect the interests of Wales and its people.","Fel llywodraeth gyfrifol, rydym wedi paratoi ar gyfer ymadawiad y DU â'r UE, gan gymryd camau i ddiogelu buddiannau Cymru a'i phobl.",gymryd,SM,L,cymryd,"Fel llywodraeth gyfrifol, rydym wedi paratoi ar gyfer ymadawiad y DU â'r UE, gan cymryd camau i ddiogelu buddiannau Cymru a'i phobl.",4.318149089813232,4.415628433227539
18,goldfish-models/cym_latn_10mb,cy_ccg_train:00511,He met an old lover in town.,Cyfarfu â hen gariad yn y dre.,gariad,SM,MS,cariad,Cyfarfu â hen cariad yn y dre.,5.706604957580566,5.970571994781494
19,goldfish-models/cym_latn_10mb,cy_ccg_train:00886,They will deliver you a quick breakfast before you land.,Byddan nhw'n cyflwyno brecwast cyflym i chi cyn i chi lanio.,lanio,SM,MS,glanio,Byddan nhw'n cyflwyno brecwast cyflym i chi cyn i chi glanio.,4.284903526306152,4.450379371643066
20,goldfish-models/cym_latn_10mb,cy_ccg_dev:00406,"There has been a campaign to expand Welsh-medium education in the town for half a century, and with the consultation closed at the end of January, it is the closest that, according to campaigners, they have come to achieve the goal.","Mae ymgyrch wedi bod i ehangu addysg Gymraeg yn y dref ers hanner canrif, a gyda'r ymgynghori wedi dod i ben ddiwedd mis Ionawr, dyma'r agosaf, yn ôl ymgyrchwyr, maen nhw wedi dod at wireddu'r nod.",dref,SM,MS,tref,"Mae ymgyrch wedi bod i ehangu addysg Gymraeg yn y tref ers hanner canrif, a gyda'r ymgynghori wedi dod i ben ddiwedd mis Ionawr, dyma'r agosaf, yn ôl ymgyrchwyr, maen nhw wedi dod at wireddu'r nod.",4.008492469787598,4.10650634765625
21,goldfish-models/cym_latn_10mb,cy_ccg_train:00592,You have to go through the correct procedure as the building is listed.,Mae'n rhaid mynd drwy'r drefn gywir gan fod yr adeilad yn rhestredig.,fod,SM,L,bod,Mae'n rhaid mynd drwy'r drefn gywir gan bod yr adeilad yn rhestredig.,3.8611440658569336,4.09230375289917
22,goldfish-models/cym_latn_10mb,cy_ccg_dev:00052,"Laughing all the times, cooking like a flat for food together, going out every night until the early hours of the morning.","Chwerthin trwy'r amserau, coginio fel fflat i gael bwyd gyda'n gilydd, mynd allan bob nos tan oriau cynnar y bore.",bob,SM,MS,pob,"Chwerthin trwy'r amserau, coginio fel fflat i gael bwyd gyda'n gilydd, mynd allan pob nos tan oriau cynnar y bore.",5.39683198928833,5.466402530670166
23,goldfish-models/cym_latn_10mb,cy_ccg_train:00644,Is there someone bothering you?,Oes yna rywun yn dy boeni?,rywun,SM,MS,rhywun,Oes yna rhywun yn dy boeni?,5.014036178588867,5.202963829040527
24,goldfish-models/cym_latn_10mb,cy_ccg_test:00607,We were on developing the project.,Roeddwn ni ar ddatblygu'r prosiect.,ddatblygu,SM,L,datblygu,Roeddwn ni ar datblygu'r prosiect.,4.006128787994385,4.414198875427246
25,goldfish-models/cym_latn_10mb,cy_ccg_test:00780,All the building work follows all the hard work by members of the Welsh Trevelin Society to sell land to fund the project.,Mae'r holl waith adeiladu yn dilyn yr holl waith caled gan aelodau Cymdeithas Gymreig Trevelin i werthu darnau o dir er mwyn ariannu'r prosiect.,waith,SM,L,gwaith,Mae'r holl waith adeiladu yn dilyn yr holl gwaith caled gan aelodau Cymdeithas Gymreig Trevelin i werthu darnau o dir er mwyn ariannu'r prosiect.,4.828120231628418,4.991074085235596
26,goldfish-models/cym_latn_10mb,cy_ccg_train:00930,The chairman of the party has given his opinion that I should continue.,Mae cadeirydd y blaid wedi rhoi ei farn y dylwn i barhau.,barhau,SM,L,parhau,Mae cadeirydd y blaid wedi rhoi ei farn y dylwn i parhau.,3.9714925289154053,4.279263973236084
27,goldfish-models/cym_latn_10mb,cy_ccg_train:01222,,Colli cyfle euraidd – dyna farn Dyfodol i'r Iaith ar Gyllideb Llywodraeth Cymru.,Llywodraeth,no_mutation,no_mutation,lywodraeth,Colli cyfle euraidd – dyna farn Dyfodol i'r Iaith ar Gyllideb lywodraeth Cymru.,6.340567111968994,6.903079986572266
28,goldfish-models/cym_latn_10mb,cy_ccg_test:00161,These are the kids who broke the window.,Dyma'r plant a dorrodd y ffenestr.,dorrodd,SM,L,torrodd,Dyma'r plant a torrodd y ffenestr.,3.6480066776275635,3.774736166000366
29,goldfish-models/cym_latn_10mb,cy_ccg_train:01285,,A ddylai fod yn ofynnol i blant gael eu holl brechiadau cyn y gallant fynd i'r ysgol?,ddylai,SM,L,dylai,A dylai fod yn ofynnol i blant gael eu holl brechiadau cyn y gallant fynd i'r ysgol?,3.739917039871216,3.853037118911743
30,goldfish-models/cym_latn_10mb,cy_ccg_train:01126,,"Ynddo, mynnodd y mudiad bod Swyddfa'r Post yn codi arwyddion gwbl ddwyieithog, annog staff i wneud mwy o ddefnydd o'r Gymraeg gyda chymorth Swyddfa'r Post, bod ffurflenni Cymraeg mor amlwg ac mor hawdd i'w derbyn â rhai Saesneg, a bod cwsmeriaid sy'n dewis defnyddio'r Gymraeg yn cael eu trin â pharch.",defnyddio,no_mutation,no_mutation,ddefnyddio,"Ynddo, mynnodd y mudiad bod Swyddfa'r Post yn codi arwyddion gwbl ddwyieithog, annog staff i wneud mwy o ddefnydd o'r Gymraeg gyda chymorth Swyddfa'r Post, bod ffurflenni Cymraeg mor amlwg ac mor hawdd i'w derbyn â rhai Saesneg, a bod cwsmeriaid sy'n dewis ddefnyddio'r Gymraeg yn cael eu trin â pharch.",4.633896350860596,4.721627235412598
31,goldfish-models/cym_latn_10mb,cy_ccg_train:00321,"Colleges training teachers to recruit Welsh speakers for the first time have been set targets, according to correspondence received from language campaigners.","Mae targedau wedi eu gosod ar golegau sy'n hyfforddi athrawon i recriwtio siaradwyr Cymraeg am y tro cyntaf erioed, yn ôl gohebiaeth sydd wedi dod i law ymgyrchwyr iaith.",golegau,SM,L,colegau,"Mae targedau wedi eu gosod ar colegau sy'n hyfforddi athrawon i recriwtio siaradwyr Cymraeg am y tro cyntaf erioed, yn ôl gohebiaeth sydd wedi dod i law ymgyrchwyr iaith.",4.704272747039795,4.712034702301025
32,goldfish-models/cym_latn_10mb,cy_ccg_train:00922,After a big night don't try to cook under the influence of alcohol.,Wedi noson fawr peidiwch â cheisio coginio o dan ddylanwad alcohol.,ddylanwad,SM,L,dylanwad,Wedi noson fawr peidiwch â cheisio coginio o dan dylanwad alcohol.,5.477173328399658,5.820350646972656
33,goldfish-models/cym_latn_10mb,cy_ccg_train:00831,There are a large number of domes in parts of Russia.,Ceir nifer fawr o gromlechi mewn rhannau o Rwsia.,fawr,SM,MS,mawr,Ceir nifer mawr o gromlechi mewn rhannau o Rwsia.,4.956084251403809,5.183865547180176
34,goldfish-models/cym_latn_10mb,cy_ccg_train:00737,Things between him and Mum hadn't been good for a while.,Roedd pethau rhyngddo fe a Mam ddim wedi bod yn dda ers amser.,bod,no_mutation,no_mutation,fod,Roedd pethau rhyngddo fe a Mam ddim wedi fod yn dda ers amser.,4.638896942138672,4.955209732055664
35,goldfish-models/cym_latn_10mb,cy_ccg_test:00723,"The work is probably gone, along with the memorial.","Mae'r gwaith wedi hen fynd, ynghyd â'r gofeb, mae'n debyg.",gofeb,SM,MS,cofeb,"Mae'r gwaith wedi hen fynd, ynghyd â'r cofeb, mae'n debyg.",3.3443164825439453,3.5922470092773438
36,goldfish-models/cym_latn_10mb,cy_ccg_train:00942,They are our lords - our gods I should say.,Hwynt yw ein harglwyddi — ein duwiau a ddylaswn ddweud.,ddweud,SM,MS,dweud,Hwynt yw ein harglwyddi — ein duwiau a ddylaswn dweud.,7.271553993225098,7.454308032989502
37,goldfish-models/cym_latn_10mb,cy_ccg_dev:00302,"After a £ 16.5m investment ""Wales's most famous hall of residence"" offers brand new en-suite accommodation for up to 200 students - and some of the Hall's most well-known rooms, the Grand Lounge, the Little Lounge and Senior and Junior Common Rooms transformed.","Ar ôl buddsoddiad o £16.5m mae "" neuadd breswyl enwocaf Cymru "" yn cynnig llety en-suite newydd sbon ar gyfer hyd at 200 o fyfyrwyr – ac mae rhai o ystafelloedd mwyaf adnabyddus y Neuadd, y Lolfa Fawr, y Lolfa Fach a'r Ystafelloedd Cyffredin Hŷn ac Iau wedi eu gweddnewid.",rhai,no_mutation,no_mutation,rai,"Ar ôl buddsoddiad o £16.5m mae "" neuadd breswyl enwocaf Cymru "" yn cynnig llety en-suite newydd sbon ar gyfer hyd at 200 o fyfyrwyr – ac mae rai o ystafelloedd mwyaf adnabyddus y Neuadd, y Lolfa Fawr, y Lolfa Fach a'r Ystafelloedd Cyffredin Hŷn ac Iau wedi eu gweddnewid.",6.141969680786133,6.220074653625488
38,goldfish-models/cym_latn_10mb,cy_ccg_train:01023,"It's a great opportunity for new voices to try reporting, and for experienced journalists to get support to chase that big story.","Mae'n gyfle gwych i leisiau newydd roi cynnig ar ohebu, ac i newyddiadurwyr profiadol gael cefnogaeth i fynd ar ôl y stori fawr yna.",gyfle,SM,MS,cyfle,"Mae'n cyfle gwych i leisiau newydd roi cynnig ar ohebu, ac i newyddiadurwyr profiadol gael cefnogaeth i fynd ar ôl y stori fawr yna.",4.799246788024902,4.975148677825928
39,goldfish-models/cym_latn_10mb,cy_ccg_dev:00381,"We have not set about publishing a traditional ""Celtic"" song.","Nid ydym wedi mynd ati i gyhoeddi cân ""Geltaidd"" draddodiadol.",Geltaidd,SM,MS,Celtaidd,"Nid ydym wedi mynd ati i gyhoeddi cân ""Celtaidd"" draddodiadol.",6.001759052276611,5.632458209991455
40,goldfish-models/cym_latn_10mb,cy_ccg_train:00792,"If 500 people take part in the 500 Hearts campaign, it will raise at least £50,000 for end-of-life care across North-West Wales.","Os bydd 500 o bobl yn cymryd rhan yn yr ymgyrch 500 Calon, bydd yn codi o leiaf £50,000 ar gyfer gofal diwedd oes ar draws Gogledd-Orllewin Cymru.",gyfer,SM,L,cyfer,"Os bydd 500 o bobl yn cymryd rhan yn yr ymgyrch 500 Calon, bydd yn codi o leiaf £50,000 ar cyfer gofal diwedd oes ar draws Gogledd-Orllewin Cymru.",5.0493645668029785,5.4420061111450195
41,goldfish-models/cym_latn_10mb,cy_ccg_train:01144,,"Ond, yn y gaeaf, gall llethrau uchaf y llwybr fod yn beryglus iawn.",beryglus,SM,MS,peryglus,"Ond, yn y gaeaf, gall llethrau uchaf y llwybr fod yn peryglus iawn.",4.335478782653809,4.698770999908447
42,goldfish-models/cym_latn_10mb,cy_ccg_train:01025,That's Darren's location when he took these photos as the sun set on 9 August.,Dyna leoliad Darren pan dynnodd o'r lluniau yma wrth iddi fachlud ar 9 Awst.,fachlud,SM,MS,machlud,Dyna leoliad Darren pan dynnodd o'r lluniau yma wrth iddi machlud ar 9 Awst.,6.063365936279297,5.551859378814697
43,goldfish-models/cym_latn_10mb,cy_ccg_train:00657,Why don't you put a pile of stones there?,Pam na wnei di roi pentwr o gerrig yn fan 'na?,fan,SM,MS,man,Pam na wnei di roi pentwr o gerrig yn man 'na?,5.931743144989014,6.003493309020996
44,goldfish-models/cym_latn_10mb,cy_ccg_test:00133,Owain Glyndwr's supporters captured the castle during the prince's rebellion.,Cipiwyd y castell gan gefnogwyr Owain Glyndŵr yn ystod gwrthryfel y tywysog.,gefnogwyr,SM,L,cefnogwyr,Cipiwyd y castell gan cefnogwyr Owain Glyndŵr yn ystod gwrthryfel y tywysog.,5.468155860900879,5.616664409637451
45,goldfish-models/cym_latn_10mb,cy_ccg_dev:00071,"Friends, I've worked for the Welsh Government!","Gyfeillion, rwyf wedi gweithio i Lywodraeth Cymru!",Cymru,no_mutation,no_mutation,Gymru,"Gyfeillion, rwyf wedi gweithio i Lywodraeth Gymru!",3.8912835121154785,4.739833354949951
46,goldfish-models/cym_latn_10mb,cy_ccg_test:00256,We as a region try to meet monthly.,Rydym fel rhanbarth yn ceisio cyfarfod yn fisol.,ceisio,no_mutation,no_mutation,geisio,Rydym fel rhanbarth yn geisio cyfarfod yn fisol.,5.30092191696167,5.922860145568848
47,goldfish-models/cym_latn_10mb,cy_ccg_test:00795,"We often hear about the ""housing crisis"" and it has become commonplace to think that the solution to this broad and complex problem is ""we need to build more houses"".","Rydym yn aml yn clywed am yr ""argyfwng tai"" ac mae wedi dod yn gyffredin i feddwl mai'r ateb i'r broblem eang a chymhleth hon yw ""mae angen i ni adeiladu mwy o dai"".",mai,no_mutation,no_mutation,fai,"Rydym yn aml yn clywed am yr ""argyfwng tai"" ac mae wedi dod yn gyffredin i feddwl fai'r ateb i'r broblem eang a chymhleth hon yw ""mae angen i ni adeiladu mwy o dai"".",4.326992511749268,4.5898027420043945
48,goldfish-models/cym_latn_10mb,cy_ccg_test:00421,He is taller than you.,Mae e'n fwy tal na thi.,fwy,SM,MS,mwy,Mae e'n mwy tal na thi.,4.4519171714782715,4.959524154663086
49,goldfish-models/cym_latn_10mb,cy_ccg_train:00186,"Although you will have some senior academic staff supervision, self-discipline, motivation and organization are essential components of completing a research program.","Er y bydd aelod academaidd uwch o'r staff yn goruchwylio rhywfaint arnoch, mae hunanddisgyblaeth, cymhelliant a bod yn drefnus yn elfennau hanfodol i gwblhau rhaglen ymchwil.",bod,no_mutation,no_mutation,fod,"Er y bydd aelod academaidd uwch o'r staff yn goruchwylio rhywfaint arnoch, mae hunanddisgyblaeth, cymhelliant a fod yn drefnus yn elfennau hanfodol i gwblhau rhaglen ymchwil.",5.504514217376709,5.605544090270996
50,goldfish-models/cym_latn_10mb,cy_ccg_test:00200,Naturally eating is an important part of every holiday and every overseas trip.,Yn ddigon naturiol mae bwyta yn rhan bwysig o bob gwyliau a phob taith tramor.,bwysig,SM,MS,pwysig,Yn ddigon naturiol mae bwyta yn rhan pwysig o bob gwyliau a phob taith tramor.,5.305704593658447,5.585222244262695
51,goldfish-models/cym_latn_10mb,cy_ccg_dev:00325,Thank you for your hard work taking weather records over the last few weeks.,Diolch am eich gwaith caled yn cymryd cofnodion tywydd dros y wythnosau diwethaf.,cymryd,no_mutation,no_mutation,gymryd,Diolch am eich gwaith caled yn gymryd cofnodion tywydd dros y wythnosau diwethaf.,4.896993160247803,5.301054954528809
52,goldfish-models/cym_latn_10mb,cy_ccg_test:00779,"Work is continuing on two more classrooms, which will open soon.","Mae'r gwaith yn parhau ar ddwy ystafell ddosbarth arall, a fydd yn agor yn fuan.",gwaith,no_mutation,no_mutation,waith,"Mae'r waith yn parhau ar ddwy ystafell ddosbarth arall, a fydd yn agor yn fuan.",3.341157913208008,3.586134433746338
53,goldfish-models/cym_latn_10mb,cy_ccg_train:00526,"However, the history of the two countries has not been the same.","Er hynny, nid yr un fu hanes y ddwy wlad.",fu,SM,MS,bu,"Er hynny, nid yr un bu hanes y ddwy wlad.",4.285441875457764,4.158320903778076
54,goldfish-models/cym_latn_10mb,cy_ccg_train:00016,"A language organization says they have no ""faith"" in the head of Qualifications Wales following a meeting with him, as he has not promised to abolish Welsh second language, despite a series of policy promises from the Welsh Government.","Mae mudiad iaith yn dweud nad oes gyda nhw ""ffydd"" ym mhennaeth Cymwysterau Cymru yn dilyn cyfarfod gyda fe, gan nad yw wedi addo dileu Cymraeg ail iaith, er gwaethaf cyfres o addewidion polisi gan Lywodraeth Cymru.",Cymru,no_mutation,no_mutation,Gymru,"Mae mudiad iaith yn dweud nad oes gyda nhw ""ffydd"" ym mhennaeth Cymwysterau Cymru yn dilyn cyfarfod gyda fe, gan nad yw wedi addo dileu Cymraeg ail iaith, er gwaethaf cyfres o addewidion polisi gan Lywodraeth Gymru.",5.205460071563721,5.43696403503418
55,goldfish-models/cym_latn_10mb,cy_ccg_train:00576,The lecturers and live online tutorials held once a week are a great help in preparing you for the assignments.,Mae'r darlithwyr a'r tiwtorialau byw ar-lein a gynhelir unwaith yr wythnos yn help mawr i'ch paratoi ar gyfer yr aseiniadau.,mawr,no_mutation,no_mutation,fawr,Mae'r darlithwyr a'r tiwtorialau byw ar-lein a gynhelir unwaith yr wythnos yn help fawr i'ch paratoi ar gyfer yr aseiniadau.,4.648998737335205,4.765065670013428
56,goldfish-models/cym_latn_10mb,cy_ccg_dev:00310,"The first warning ends at 6 o'clock tonight (Saturday, January 2), but the second alert will remain in force for the rest of the day.","Mae'r rhybudd cyntaf yn dod i ben am 6 o'r gloch heno (nos Sadwrn, Ionawr 2), ond fe fydd yr ail rybudd mewn grym am weddill y dydd.",ben,SM,L,pen,"Mae'r rhybudd cyntaf yn dod i pen am 6 o'r gloch heno (nos Sadwrn, Ionawr 2), ond fe fydd yr ail rybudd mewn grym am weddill y dydd.",4.519189834594727,4.728081226348877
57,goldfish-models/cym_latn_10mb,cy_ccg_test:00925,"Of every pound in Gwynedd Council's budget, the majority comes from an annual grant from the Welsh Government, with the remainder coming from Council Tax.","O bob punt yng nghyllideb Cyngor Gwynedd, mae'r mwyafrif yn dod o grant blynyddol gan Lywodraeth Cymru, gyda'r gweddill yn dod o'r Dreth Cyngor.",Cymru,no_mutation,no_mutation,Gymru,"O bob punt yng nghyllideb Cyngor Gwynedd, mae'r mwyafrif yn dod o grant blynyddol gan Lywodraeth Gymru, gyda'r gweddill yn dod o'r Dreth Cyngor.",4.235199928283691,4.535394668579102
58,goldfish-models/cym_latn_10mb,cy_ccg_train:01153,,Gyda dros hanner miliwn o bobl yn ymweld â'r copa bob blwyddyn mae'r meysydd parcio'n gallu bod yn llawn erbyn 7.00y bore!,bobl,SM,L,pobl,Gyda dros hanner miliwn o pobl yn ymweld â'r copa bob blwyddyn mae'r meysydd parcio'n gallu bod yn llawn erbyn 7.00y bore!,4.326826572418213,4.573237419128418
59,goldfish-models/cym_latn_10mb,cy_ccg_test:00340,You can also search for information on all the books available on the Books Council's database on the web by looking at our site.,Gellir hefyd chwilio am wybodaeth am yr holl lyfrau sydd ar gael ar gronfa ddata'r Cyngor Llyfrau ar y we trwy edrych ar ein safle.,ddata,SM,MS,data,Gellir hefyd chwilio am wybodaeth am yr holl lyfrau sydd ar gael ar gronfa data'r Cyngor Llyfrau ar y we trwy edrych ar ein safle.,3.9769835472106934,4.1880269050598145
